what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1317494037619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494040568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494049033
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1317494049038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494086191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494089667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494089969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494092818
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1317494093266
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1317494093390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494094010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494096766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494098607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494100354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494114931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494117073
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1317494117079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494123793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494125267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494128316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494130858
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317494130862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494131120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494134902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494139456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494146609
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317494146614
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317494151594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1317494156738
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317494156921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317494174487
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1317494177658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494181458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317494200762
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317494200770
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317494202919
